Time_step,gnss_dr_lat,gnss_dr_long,vrtk_lat,vrtk_long,gt_lat,gt_long,vrtk_plus_code
317,37.37708183,126.6674547,37.37630104,126.6672505,37.37630458,126.6672535,8Q989MG8+HXJV
318,37.37707367,126.6674567,37.37630366,126.6672525,37.37630717,126.6672554,8Q989MG8+HXR4
319,37.37706433,126.6674598,37.37630645,126.6672546,37.37631001,126.6672574,8Q989MG8+HXR8
320,37.37706317,126.6674572,37.37630909,126.6672565,37.37631264,126.6672593,8Q989MG8+HXRH
321,37.37706333,126.6674557,37.37631209,126.6672586,37.37631565,126.6672613,8Q989MG8+HXRQ
322,37.37706167,126.6674582,37.37631565,126.6672611,37.3763192,126.6672637,8Q989MG8+HXVR
323,37.37706067,126.6674575,37.37631983,126.6672641,37.37632324,126.6672664,8Q989MG8+JX32
324,37.3770505,126.6674648,37.3763242,126.6672673,37.37632773,126.6672694,8Q989MG8+JX37
325,37.3770525,126.667462,37.3763282,126.6672702,37.37633186,126.6672721,8Q989MG8+JX3F
326,37.37705133,126.6674597,37.37633133,126.6672725,37.37633517,126.6672743,8Q989MG8+JX3P
327,37.37705217,126.6674628,37.37633505,126.6672753,37.3763388,126.6672769,8Q989MG8+JX3W
328,37.377057,126.6674555,37.37633829,126.6672779,37.3763421,126.6672793,8Q989MG8+JX75
329,37.37705983,126.6674517,37.37634217,126.6672809,37.37634597,126.6672822,8Q989MG8+JX79
330,37.37706117,126.6674473,37.37634562,126.6672838,37.37634957,126.667285,8Q989MG8+JX8C
331,37.37706133,126.6674417,37.37634936,126.667287,37.37635335,126.6672881,8Q989MG8+JX8J
332,37.37706167,126.6674365,37.37635301,126.6672904,37.37635707,126.6672913,8Q989MG8+JX8V
333,37.37706567,126.6674332,37.37635653,126.6672937,37.37636067,126.6672944,8Q989MG8+JXG3
334,37.377069,126.6674298,37.37636024,126.6672973,37.37636442,126.6672978,8Q989MG8+JXG8
335,37.37707483,126.6674248,37.37636368,126.6673008,37.37636808,126.6673013,8Q989MG8+JXGG
336,37.377081,126.6674202,37.37636719,126.6673043,37.37637164,126.6673046,8Q989MG8+JXGQ
337,37.37708533,126.6674155,37.37637087,126.6673081,37.37637543,126.6673082,8Q989MG8+JXGX
338,37.37709333,126.6674048,37.37637479,126.667312,37.37637939,126.6673119,8Q989MG8+JXQ2
339,37.377099,126.6673967,37.37637887,126.6673161,37.37638357,126.6673158,8Q989MG8+JXQ6
340,37.37710367,126.6673868,37.37638274,126.6673198,37.37638755,126.6673193,8Q989MG8+JXQF
341,37.37710117,126.6673888,37.37638668,126.6673235,37.37639156,126.6673229,8Q989MG8+JXQM
342,37.377097,126.6673915,37.37639058,126.6673272,37.37639559,126.6673264,8Q989MG8+JXQW
343,37.37709267,126.6673928,37.37639483,126.6673313,37.37639995,126.6673304,8Q989MG8+JXX4
344,37.3770925,126.6673873,37.37639895,126.6673353,37.37640415,126.6673343,8Q989MG8+JXX5
345,37.37709367,126.667381,37.37640287,126.6673393,37.37640815,126.667338,8Q989MG9+J2R6
346,37.377096,126.6673735,37.37640695,126.6673433,37.3764123,126.6673418,8Q989MG9+J2RC
347,37.377096,126.6673678,37.376411,126.6673474,37.37641648,126.6673457,8Q989MG9+J2RM
348,37.37709583,126.6673688,37.37641532,126.6673515,37.37642093,126.6673497,8Q989MG9+J2RV
349,37.37709533,126.6673673,37.37641954,126.6673554,37.37642527,126.6673534,8Q989MG9+M224
350,37.37709567,126.6673678,37.37642374,126.6673591,37.37642959,126.6673569,8Q989MG9+M228
351,37.37710333,126.667369,37.37642822,126.667363,37.37643417,126.6673606,8Q989MG9+M22H
352,37.3771035,126.6673738,37.37643294,126.667367,37.37643898,126.6673643,8Q989MG9+M22Q
353,37.377103,126.667378,37.37643755,126.6673707,37.37644368,126.6673679,8Q989MG9+M23R
354,37.37710283,126.6673797,37.37644216,126.6673744,37.37644844,126.6673715,8Q989MG9+M273
355,37.377103,126.667381,37.37644684,126.6673781,37.3764532,126.667375,8Q989MG9+M277
356,37.37710283,126.6673838,37.37645155,126.6673818,37.37645798,126.6673786,8Q989MG9+M278
357,37.37710367,126.667384,37.37645598,126.6673854,37.37646249,126.667382,8Q989MG9+M27H
358,37.37710333,126.6673835,37.37646059,126.6673891,37.37646716,126.6673856,8Q989MG9+M28C
359,37.37710433,126.6673838,37.37646555,126.6673931,37.37647219,126.6673893,8Q989MG9+M28M
360,37.37711083,126.6673765,37.37647042,126.667397,37.37647714,126.667393,8Q989MG9+M28W
361,37.377117,126.6673722,37.37647532,126.6674009,37.37648214,126.6673968,8Q989MG9+M28X
362,37.377123,126.6673682,37.37648007,126.6674048,37.37648696,126.6674005,8Q989MG9+M2H2
363,37.377115,126.6673618,37.37648498,126.6674088,37.37649197,126.6674042,8Q989MG9+M2H2
364,37.37711017,126.6673628,37.37648981,126.6674127,37.3764969,126.667408,8Q989MG9+M2H7
365,37.37710567,126.6673637,37.37649475,126.6674168,37.37650193,126.6674119,8Q989MG9+M2H8
366,37.37709367,126.6673677,37.37649931,126.6674204,37.37650662,126.6674155,8Q989MG9+M2HH
367,37.37708167,126.6673705,37.37650405,126.6674247,37.37651141,126.6674195,8Q989MG9+M3CC
368,37.37707,126.667372,37.37650871,126.6674287,37.37651617,126.6674234,8Q989MG9+M3CM
369,37.3770655,126.6673722,37.37651352,126.6674329,37.37652104,126.6674273,8Q989MG9+M3CP
370,37.377061,126.6673728,37.37651825,126.667437,37.37652588,126.6674313,8Q989MG9+M3CX
371,37.3770595,126.667376,37.37652338,126.6674415,37.37653109,126.6674356,8Q989MG9+M3M2
372,37.37705567,126.6673773,37.3765284,126.6674458,37.37653619,126.6674397,8Q989MG9+M3M3
373,37.3770475,126.6673855,37.37653335,126.66745,37.3765412,126.6674437,8Q989MG9+M3M8
374,37.37703817,126.6673933,37.37653826,126.6674543,37.37654619,126.6674479,8Q989MG9+M3MH
375,37.37703317,126.6673982,37.37654282,126.6674583,37.3765509,126.6674518,8Q989MG9+M3MQ
376,37.37702883,126.6673968,37.37654766,126.6674627,37.37655582,126.667456,8Q989MG9+M3PR
377,37.3770245,126.667396,37.37655261,126.6674669,37.37656083,126.6674601,8Q989MG9+M3W2
378,37.377017,126.6673968,37.37655741,126.6674712,37.3765657,126.6674642,8Q989MG9+M3W6
379,37.37700533,126.6673982,37.37656225,126.6674754,37.37657062,126.6674683,8Q989MG9+M3WM
380,37.37699583,126.667397,37.37656716,126.6674797,37.37657565,126.6674723,8Q989MG9+M3WV
381,37.37698367,126.6674007,37.37657204,126.6674839,37.37658062,126.6674763,8Q989MG9+P343
382,37.3769715,126.6674033,37.37657691,126.6674881,37.37658559,126.6674804,8Q989MG9+P34F
383,37.37696333,126.667407,37.37658172,126.6674922,37.37659048,126.6674843,8Q989MG9+P34M
384,37.3769555,126.6674063,37.37658631,126.6674963,37.37659517,126.6674882,8Q989MG9+P34V
385,37.37694433,126.6674103,37.37659108,126.6675004,37.37660004,126.6674921,8Q989MG9+P387
386,37.37694167,126.6674118,37.37659588,126.6675046,37.37660493,126.6674962,8Q989MG9+P38F
387,37.37693567,126.6674135,37.37660058,126.6675088,37.37660967,126.6675002,8Q989MG9+P38M
388,37.37693117,126.6674167,37.37660514,126.6675128,37.37661433,126.6675041,8Q989MG9+P3G3
389,37.3769275,126.6674237,37.37660977,126.6675168,37.37661903,126.667508,8Q989MG9+P3G7
390,37.37692983,126.6674307,37.37661432,126.6675216,37.37662365,126.6675125,8Q989MG9+P3GG
391,37.376935,126.6674342,37.37661861,126.667526,37.37662804,126.6675169,8Q989MG9+P3GW
392,37.37693883,126.6674358,37.37662295,126.6675308,37.37663247,126.6675215,8Q989MG9+P3P5
393,37.376938,126.6674375,37.37662734,126.6675356,37.37663696,126.6675261,8Q989MG9+P3P9
394,37.37693617,126.6674378,37.37663181,126.6675404,37.37664153,126.6675308,8Q989MG9+P3QC
395,37.37693417,126.667437,37.37663643,126.6675454,37.37664622,126.6675355,8Q989MG9+P3QM
396,37.3769325,126.6674392,37.37664101,126.6675503,37.37665084,126.6675403,8Q989MG9+P3QW
397,37.3769295,126.667444,37.37664521,126.6675559,37.37665504,126.6675457,8Q989MG9+P3QW
398,37.37692967,126.6674453,37.37664874,126.6675618,37.37665858,126.6675517,8Q989MG9+P3X5
399,37.37692633,126.667447,37.37665212,126.6675681,37.37666203,126.6675579,8Q989MG9+P4R6
400,37.376921,126.667445,37.37665502,126.6675744,37.37666498,126.6675642,8Q989MG9+P4RF
401,37.3769185,126.667435,37.37665784,126.6675816,37.37666783,126.6675713,8Q989MG9+P4RP
402,37.37691983,126.667433,37.37666057,126.6675891,37.37667058,126.6675787,8Q989MG9+P4RQ
403,37.37692317,126.6674332,37.37666329,126.6675967,37.37667339,126.6675864,8Q989MG9+P4RX
404,37.37692483,126.6674298,37.37666587,126.6676042,37.37667606,126.6675938,8Q989MG9+Q432
405,37.376925,126.6674293,37.37666847,126.6676116,37.37667873,126.6676011,8Q989MG9+Q433
406,37.37692567,126.667433,37.37667108,126.6676193,37.37668137,126.6676088,8Q989MG9+Q438
407,37.37692517,126.6674257,37.3766737,126.6676267,37.37668402,126.6676162,8Q989MG9+Q439
408,37.37692383,126.6674203,37.37667626,126.6676337,37.37668666,126.6676232,8Q989MG9+Q44C
409,37.37692317,126.6674103,37.37667882,126.6676411,37.37668929,126.6676306,8Q989MG8+GWC2
410,37.37692033,126.6674025,37.37668141,126.6676489,37.37669195,126.6676382,8Q989MG8+GWC2
411,37.37692233,126.6673935,37.37668407,126.6676564,37.37669464,126.6676457,8Q989MG8+GWC2
412,37.37692017,126.6673883,37.37668684,126.667664,37.37669739,126.6676532,8Q989MG8+GWC6
413,37.37691533,126.6673873,37.37668968,126.6676712,37.37670017,126.6676604,8Q989MG8+GWCC
414,37.37690767,126.6673812,37.37669304,126.6676784,37.37670349,126.6676677,8Q989MG8+GWCF
415,37.37690117,126.6673797,37.37669668,126.6676849,37.37670717,126.6676743,8Q989MG8+GWCM
416,37.37689717,126.6673775,37.37670112,126.6676906,37.37671163,126.6676799,8Q989MG8+GWCM
417,37.37689183,126.667374,37.37670624,126.6676955,37.37671683,126.6676848,8Q989MG8+GWCW
418,37.37688283,126.6673678,37.37671186,126.6676995,37.37672252,126.6676888,8Q989MG8+GWJ4
419,37.37687617,126.667363,37.37671786,126.6677026,37.37672857,126.6676921,8Q989MG8+GWJ8
420,37.37686817,126.6673593,37.37672392,126.6677048,37.37673464,126.6676944,8Q989MG8+GWJH
421,37.37686233,126.6673598,37.37673036,126.6677061,37.37674105,126.6676958,8Q989MG8+GWJH
422,37.37685483,126.6673607,37.37673681,126.6677066,37.3767475,126.6676966,8Q989MG8+GWJQ
423,37.37684217,126.6673573,37.37674346,126.667707,37.37675416,126.667697,8Q989MG8+GWMR
424,37.37683,126.6673578,37.37675016,126.667707,37.37676087,126.6676972,8Q989MG8+GWMR
425,37.37682,126.6673625,37.37675737,126.6677068,37.37676805,126.6676971,8Q989MG8+GWV2
426,37.37682017,126.6673695,37.37676428,126.6677067,37.37677486,126.6676971,8Q989MG8+GWV7
427,37.37682017,126.6673637,37.37677156,126.6677075,37.3767819,126.6676977,8Q989MG8+GWVF
428,37.37681767,126.6673655,37.37677796,126.6677082,37.3767885,126.6676986,8Q989MG8+GWVG
429,37.37682117,126.6673618,37.37678426,126.6677092,37.37679476,126.6676996,8Q989MG8+GWVP
430,37.376821,126.6673608,37.37679068,126.6677106,37.37680117,126.667701,8Q989MG8+GWVW
431,37.37682817,126.667357,37.37679729,126.6677125,37.37680775,126.6677028,8Q989MG8+HW35
432,37.37682867,126.6673525,37.37680362,126.6677153,37.37681411,126.6677054,8Q989MG8+HW35
433,37.37683,126.6673498,37.37680999,126.6677182,37.37682049,126.6677082,8Q989MG8+HW46
434,37.37683167,126.667351,37.37681583,126.6677222,37.37682641,126.6677121,8Q989MG8+HW4C
435,37.37681283,126.6673452,37.37682079,126.6677278,37.37683147,126.6677176,8Q989MG8+HW4M
436,37.37680767,126.6673345,37.37682554,126.6677335,37.37683638,126.6677232,8Q989MG8+HW4V
437,37.37680967,126.6673143,37.37683008,126.6677394,37.37684104,126.6677289,8Q989MG8+HW4W
438,37.37681383,126.6673087,37.37683444,126.6677458,37.37684554,126.6677352,8Q989MG8+HW84
439,37.37681117,126.6672953,37.37683849,126.6677516,37.37684971,126.667741,8Q989MG8+HW89
440,37.37681567,126.6672897,37.3768424,126.6677578,37.37685368,126.6677471,8Q989MG8+HW8H
441,37.3768245,126.667292,37.37684627,126.6677643,37.37685764,126.6677535,8Q989MG8+HW9J
442,37.37682367,126.6672887,37.37685,126.6677709,37.37686148,126.66776,8Q989MG8+HW9R
443,37.37683017,126.6672878,37.37685363,126.6677779,37.37686524,126.6677669,8Q989MG8+HWH3
444,37.37683317,126.6672822,37.37685689,126.6677847,37.37686864,126.6677737,8Q989MG8+HWH3
445,37.37682983,126.6672738,37.37685695,126.6677846,37.37687195,126.6677803,8Q989MG8+HWH8
446,37.37683267,126.6672587,37.37685697,126.6677845,37.37687503,126.6677872,8Q989MG8+HWHG
447,37.37682683,126.6672412,37.3768578,126.6677829,37.37687805,126.6677944,8Q989MG8+HWHQ
448,37.37683717,126.6672242,37.37685894,126.6677807,37.37688095,126.6678016,8Q989MG8+HWHX
449,37.376847,126.6672082,37.37686033,126.6677778,37.37687593,126.6677934,8Q989MG8+HXJ2
450,37.37686217,126.6676648,37.37686212,126.667774,37.37687812,126.66779,8Q989MG8+HXJ6
451,37.376824,126.6674682,37.37686369,126.6677704,37.37688009,126.6677868,8Q989MG8+HXJC
452,,,37.37686564,126.6677663,37.37688244,126.6677831,8Q989MG8+HXJM
453,,,37.37686704,126.6677631,37.37688424,126.6677803,8Q989MG8+HXJV
454,37.37661267,126.6674347,37.37686859,126.6677595,37.37688619,126.6677771,8Q989MG8+HXR4
455,37.376663,126.6673947,37.37687041,126.6677548,37.37688841,126.6677728,8Q989MG8+HXR8
456,37.37669533,126.6673482,37.37687198,126.6677505,37.37689038,126.6677689,8Q989MG8+HXRH
457,37.376714,126.6673322,37.37687383,126.6677452,37.37689263,126.667764,8Q989MG8+HXRQ
458,37.37672433,126.6673325,37.37687562,126.6677399,37.37689482,126.6677591,8Q989MG8+HXVR
459,37.3767275,126.6673352,37.37687739,126.6677349,37.37689699,126.6677545,8Q989MG8+JX32
460,37.37673217,126.6673297,37.37687953,126.6677292,37.37689953,126.6677492,8Q989MG8+JX37
461,,,37.37688156,126.6677237,37.37690116,126.6677433,8Q989MG8+JX3F
462,37.376743,126.6673385,37.37688378,126.6677178,37.37690298,126.667737,8Q989MG8+JX3P
463,37.37675117,126.6673353,37.37688599,126.6677122,37.37690479,126.667731,8Q989MG8+JX3W
464,37.3767565,126.6673348,37.37688809,126.6677065,37.37690649,126.6677249,8Q989MG8+JX75
465,37.376762,126.6673347,37.37689018,126.6677008,37.37690818,126.6677188,8Q989MG8+JX79
466,37.37676467,126.6673247,37.37689224,126.6676958,37.37690984,126.6677134,8Q989MG8+JX8C
467,,,37.37689459,126.6676905,37.37691179,126.6677077,8Q989MG8+JX8J
468,37.3768115,126.6674408,37.37689708,126.6676853,37.37691388,126.6677021,8Q989MG8+JX8V
469,37.37683783,126.6675198,37.37689982,126.6676794,37.37691622,126.6676958,8Q989MG8+JXG3
470,37.3768525,126.667558,37.37690265,126.6676735,37.37691865,126.6676895,8Q989MG8+JXG8
471,37.37686617,126.6675755,37.37690549,126.6676678,37.37692109,126.6676834,8Q989MG8+JXGG
472,37.37686667,126.6675947,37.37690849,126.667662,37.37692369,126.6676772,8Q989MG8+JXGQ
473,37.37688633,126.6676255,37.37691146,126.6676562,37.37692626,126.667671,8Q989MG8+JXGX
474,37.37688767,126.6676222,37.37691436,126.6676507,37.37692876,126.6676651,8Q989MG8+JXQ2
475,37.37689233,126.6676317,37.3769173,126.6676452,37.3769313,126.6676592,8Q989MG8+JXQ6
476,37.376897,126.6676357,37.37692063,126.6676391,37.37693423,126.6676527,8Q989MG8+JXQF
477,37.3768995,126.6676352,37.37692383,126.6676333,37.37693703,126.6676465,8Q989MG8+JXQM
478,37.37690867,126.667639,37.37692693,126.6676279,37.37693973,126.6676407,8Q989MG8+JXQW
479,37.37691133,126.6676473,37.3769302,126.6676223,37.3769426,126.6676347,8Q989MG8+JXX4
480,37.37691033,126.6676508,37.3769333,126.6676167,37.3769453,126.6676287,8Q989MG8+JXX5
481,,,37.37693665,126.667611,37.37694825,126.6676226,8Q989MG9+J2R6
482,37.3769065,126.6676463,37.37693968,126.6676054,37.37695088,126.6676166,8Q989MG9+J2RC
483,37.37690483,126.6676483,37.37694269,126.6676003,37.37695349,126.6676111,8Q989MG9+J2RM
484,37.37690583,126.6676425,37.37694603,126.6675946,37.37695643,126.667605,8Q989MG9+J2RV
485,37.37690517,126.6676378,37.37694917,126.6675892,37.37695917,126.6675992,8Q989MG9+M224
486,37.37690717,126.6676343,37.3769524,126.6675839,37.376962,126.6675935,8Q989MG9+M228
487,37.37690483,126.6676227,37.3769555,126.6675787,37.3769647,126.6675879,8Q989MG9+M22H
488,,,37.37695918,126.6675726,37.37696798,126.6675814,8Q989MG9+M22Q
489,,,37.37696255,126.6675667,37.37697095,126.6675751,8Q989MG9+M23R
490,,,37.37696616,126.6675604,37.37697416,126.6675684,8Q989MG9+M273
491,,,37.37696983,126.6675544,37.37697743,126.667562,8Q989MG9+M277
492,37.37689833,126.6676562,37.37697342,126.6675485,37.37698062,126.6675557,8Q989MG9+M278
493,,,37.37697703,126.6675427,37.37698383,126.6675495,8Q989MG9+M27H
494,,,37.37698066,126.6675371,37.37698706,126.6675435,8Q989MG9+M28C
495,,,37.3769843,126.6675312,37.3769903,126.6675372,8Q989MG9+M28M
496,,,37.37698792,126.6675256,37.37699352,126.6675312,8Q989MG9+M28W
497,,,37.37699203,126.6675199,37.37699723,126.6675251,8Q989MG9+M28X
498,,,37.37699628,126.6675144,37.37700108,126.6675192,8Q989MG9+M2H2
499,,,37.37700093,126.6675087,37.37700533,126.6675131,8Q989MG9+M2H2
500,,,37.3770055,126.6675029,37.3770095,126.6675069,8Q989MG9+M2H7
501,,,37.3770104,126.6674971,37.377014,126.6675007,8Q989MG9+M2H8
502,,,37.37701535,126.6674909,37.37701855,126.6674941,8Q989MG9+M2HH
503,,,37.37702068,126.6674847,37.37702348,126.6674875,8Q989MG9+M3CC
504,,,37.37702616,126.6674783,37.37702856,126.6674807,8Q989MG9+M3CM
505,,,37.37703093,126.6674727,37.37703293,126.6674747,8Q989MG9+M3CP
506,,,37.37703584,126.6674667,37.37703744,126.6674683,8Q989MG9+M3CX
507,,,37.37704059,126.6674608,37.37704179,126.667462,8Q989MG9+M3M2
508,,,37.3770454,126.6674552,37.3770462,126.667456,8Q989MG9+M3M3
509,,,37.37705033,126.6674496,37.37705073,126.66745,8Q989MG9+M3M8
510,,,37.37705524,126.6674442,37.37705524,126.6674442,8Q989MG9+M3MH
511,,,37.37706006,126.6674386,37.37706046,126.667439,8Q989MG9+M3MQ
512,,,37.37706465,126.6674332,37.37706545,126.667434,8Q989MG9+M3PR
513,,,37.37706922,126.6674277,37.37707042,126.6674289,8Q989MG9+M3W2
514,,,37.37707365,126.6674222,37.37707525,126.6674238,8Q989MG9+M3W6
515,,,37.37707835,126.6674163,37.37708035,126.6674183,8Q989MG9+M3WM
516,,,37.37708289,126.6674105,37.37708529,126.6674129,8Q989MG9+M3WV
517,,,37.37708741,126.6674047,37.37709021,126.6674075,8Q989MG9+P343
518,,,37.37709164,126.6673983,37.37709484,126.6674015,8Q989MG9+P34F
519,,,37.37709555,126.6673919,37.37709915,126.6673955,8Q989MG9+P34M
520,37.37725433,126.6673482,37.37709956,126.667385,37.37710356,126.667389,8Q989MG9+P34V
521,,,37.37710376,126.667378,37.37710816,126.6673824,8Q989MG9+P387
522,,,37.37710793,126.667371,37.37711273,126.6673758,8Q989MG9+P38F
523,,,37.37711208,126.6673639,37.37711728,126.6673691,8Q989MG9+P38M
524,37.377338,126.6672938,37.37711633,126.6673567,37.37712193,126.6673623,8Q989MG9+P3G3
525,,,37.37712081,126.6673492,37.37712681,126.6673552,8Q989MG9+P3G7
526,,,37.3771252,126.6673419,37.3771316,126.6673483,8Q989MG9+P3GG
527,37.37734567,126.6672845,37.37712966,126.6673345,37.37713646,126.6673413,8Q989MG9+P3GW
528,,,37.37713439,126.6673274,37.37714159,126.6673346,8Q989MG9+P3P5
529,,,37.37713895,126.6673205,37.37714655,126.6673281,8Q989MG9+P3P9
530,,,37.37714362,126.6673134,37.37715162,126.6673214,8Q989MG9+P3QC
531,,,37.377148,126.667307,37.3771564,126.6673154,8Q989MG9+P3QM
532,,,37.37715244,126.6673006,37.37716124,126.6673094,8Q989MG9+P3QW
533,37.37735567,126.6672798,37.37715678,126.6672944,37.37716598,126.6673036,8Q989MG9+P3QW
534,,,37.37716131,126.6672882,37.37717091,126.6672978,8Q989MG9+P3X5
535,,,37.37716571,126.667282,37.37717571,126.667292,8Q989MG9+P4R6
536,,,37.37717025,126.6672757,37.37718065,126.6672861,8Q989MG9+P4RF
537,,,37.37717477,126.6672693,37.37718557,126.6672801,8Q989MG9+P4RP
538,,,37.37717904,126.6672629,37.37719024,126.6672741,8Q989MG9+P4RQ
539,,,37.37718343,126.6672561,37.37719503,126.6672677,8Q989MG9+P4RX
540,,,37.37718755,126.6672495,37.37719955,126.6672615,8Q989MG9+Q432
541,37.37738533,126.6672582,37.37719176,126.6672429,37.37720416,126.6672553,8Q989MG9+Q433
542,37.37737333,126.6672642,37.37719599,126.6672362,37.37720879,126.667249,8Q989MG9+Q438
543,37.37738833,126.6672518,37.37719997,126.6672301,37.37721317,126.6672433,8Q989MG9+Q439
544,37.377396,126.6672243,37.37720419,126.6672238,37.37721779,126.6672374,8Q989MG9+Q44C
545,37.3773765,126.6672443,37.37720853,126.6672171,37.37722253,126.6672311,8Q989MG8+GWC2
546,37.37734417,126.667288,37.37721311,126.6672099,37.37722751,126.6672243,8Q989MG8+GWC2
547,37.37734517,126.6672992,37.37721775,126.6672027,37.37723255,126.6672175,8Q989MG8+GWC2
548,37.37733217,126.6673255,37.37722214,126.6671959,37.37723734,126.6672111,8Q989MG8+GWC6
549,37.37733733,126.667325,37.37722642,126.6671893,37.37724202,126.6672049,8Q989MG8+GWCC
550,37.37734333,126.6673278,37.37723048,126.667183,37.37724648,126.667199,8Q989MG8+GWCF
551,37.37734783,126.6673333,37.37723466,126.6671766,37.37725106,126.667193,8Q989MG8+GWCM
552,37.3773575,126.6673307,37.37723881,126.66717,37.37725561,126.6671868,8Q989MG8+GWCM
553,37.37736167,126.6673343,37.37724312,126.6671634,37.37726032,126.6671806,8Q989MG8+GWCW
554,37.37735917,126.6673557,37.37724759,126.667156,37.37726519,126.6671736,8Q989MG8+GWJ4
555,37.3773565,126.6673708,37.37725195,126.667149,37.37726995,126.667167,8Q989MG8+GWJ8
556,37.3773595,126.6673745,37.37725654,126.6671418,37.37727494,126.6671602,8Q989MG8+GWJH
557,37.37735317,126.6673735,37.37726114,126.6671342,37.37727994,126.667153,8Q989MG8+GWJH
558,37.377354,126.6673753,37.37726547,126.6671274,37.37728467,126.6671466,8Q989MG8+GWJQ
559,37.377358,126.6673795,37.37726997,126.6671203,37.37728957,126.6671399,8Q989MG8+GWMR
560,37.37736667,126.667378,37.3772745,126.6671133,37.3772945,126.6671333,8Q989MG8+GWMR
561,37.37737117,126.667378,37.37727912,126.6671062,37.37729872,126.6671258,8Q989MG8+GWV2
562,37.37737117,126.6673785,37.37728351,126.6670991,37.37730271,126.6671183,8Q989MG8+GWV7
563,37.3773735,126.6673808,37.37728806,126.6670918,37.37730686,126.6671106,8Q989MG8+GWVF
564,37.37737333,126.6673845,37.37725413,126.6671056,37.37727253,126.667124,8Q989MG8+GWVG
565,37.377377,126.6673898,37.37725202,126.6671095,37.37727002,126.6671275,8Q989MG8+GWVP
566,37.37737767,126.6673937,37.37724977,126.6671136,37.37726737,126.6671312,8Q989MG8+GWVW
567,37.3773795,126.6673938,37.37724754,126.6671174,37.37726474,126.6671346,8Q989MG8+HW35
568,37.37737817,126.6673953,37.37724515,126.6671211,37.37726195,126.6671379,8Q989MG8+HW35
569,37.37739383,126.6673988,37.37724245,126.667125,37.37725885,126.6671414,8Q989MG8+HW46
570,37.377398,126.66741,37.37723914,126.6671293,37.37725514,126.6671453,8Q989MG8+HW4C
571,37.37739933,126.6674092,37.37723524,126.6671345,37.37725084,126.6671501,8Q989MG8+HW4M
572,37.37740717,126.6674058,37.37723178,126.667139,37.37724698,126.6671542,8Q989MG8+HW4V
573,,,37.37722754,126.6671446,37.37724234,126.6671594,8Q989MG8+HW4W
574,,,37.37722324,126.6671505,37.37723764,126.6671649,8Q989MG8+HW84
575,37.3773995,126.6674127,37.37721933,126.667156,37.37723333,126.66717,8Q989MG8+HW89
576,37.37740283,126.6674065,37.37721494,126.6671618,37.37722854,126.6671754,8Q989MG8+HW8H
577,37.37740333,126.667409,37.37721077,126.6671671,37.37722397,126.6671803,8Q989MG8+HW9J
578,37.37740667,126.6674097,37.3772065,126.6671727,37.3772193,126.6671855,8Q989MG8+HW9R
579,37.377406,126.6674112,37.37720204,126.6671784,37.37721444,126.6671908,8Q989MG8+HWH3
580,37.377403,126.6674053,37.3771971,126.6671847,37.3772091,126.6671967,8Q989MG8+HWH3
581,37.3774045,126.6674028,37.3771928,126.6671901,37.3772044,126.6672017,8Q989MG8+HWH8
582,37.3774005,126.6674018,37.37718864,126.6671959,37.37719984,126.6672071,8Q989MG8+HWHG
583,37.3773995,126.6674002,37.37718464,126.667202,37.37719544,126.6672128,8Q989MG8+HWHQ
584,37.3774025,126.667408,37.37718119,126.6672075,37.37719159,126.6672179,8Q989MG8+HWHX
585,37.37740517,126.667406,37.37717778,126.6672131,37.37718778,126.6672231,8Q989MG8+HXJ2
586,37.37738767,126.667414,37.37717424,126.6672189,37.37718384,126.6672285,8Q989MG8+HXJ6
587,37.377381,126.6674175,37.37717048,126.6672251,37.37717968,126.6672343,8Q989MG8+HXJC
588,37.37737767,126.6674167,37.37716678,126.6672312,37.37717558,126.66724,8Q989MG8+HXJM
589,37.37739233,126.6674155,37.37716271,126.6672379,37.37717111,126.6672463,8Q989MG8+HXJV
590,37.37739417,126.6674133,37.37715861,126.6672445,37.37716661,126.6672525,8Q989MG8+HXR4
591,37.37739117,126.6674085,37.37715512,126.66725,37.37716272,126.6672576,8Q989MG8+HXR8
592,37.37739333,126.6674053,37.37715068,126.6672551,37.37715788,126.6672623,8Q989MG8+HXRH
593,37.37738833,126.6674025,37.3771455,126.6672588,37.3771523,126.6672656,8Q989MG8+HXRQ
594,37.37738533,126.6674018,37.37713978,126.6672605,37.37714618,126.6672669,8Q989MG8+HXVR
595,37.3773785,126.6674015,37.37713354,126.6672598,37.37713954,126.6672658,8Q989MG8+JX32
596,37.37737867,126.667397,37.37712832,126.6672566,37.37713392,126.6672622,8Q989MG8+JX37
597,37.377377,126.6673933,37.37712465,126.6672512,37.37712985,126.6672564,8Q989MG8+JX3F
598,37.37741967,126.667408,37.37712266,126.667244,37.37712746,126.6672488,8Q989MG8+JX3P
599,37.37743317,126.6674068,37.37712324,126.6672365,37.37712764,126.6672409,8Q989MG8+JX3W
600,37.37747317,126.6674252,37.37712417,126.6672286,37.37712817,126.6672326,8Q989MG8+JX75
601,37.37750833,126.6674423,37.37712588,126.6672204,37.37712948,126.667224,8Q989MG8+JX79
602,37.37752183,126.667452,37.37712911,126.6672134,37.37713231,126.6672166,8Q989MG8+JX8C
603,37.377509,126.667454,37.3771336,126.6672077,37.3771364,126.6672105,8Q989MG8+JX8J
604,37.37748633,126.6674647,37.37713913,126.6672039,37.37714153,126.6672063,8Q989MG8+JX8V
