Time_step,Latitude,Longitude
604,37.37714153,126.6672063
605,37.3771472,126.6672045
606,37.37715342,126.6672053
607,37.37715955,126.6672066
608,37.37716608,126.6672085
609,37.37717173,126.6672118
610,37.37717612,126.6672173
611,37.37717986,126.667225
612,37.37718168,126.6672334
613,37.3771824,126.6672422
614,37.37718245,126.6672513
615,37.37718131,126.6672589
616,37.37717972,126.6672671
617,37.37717752,126.6672758
618,37.37717451,126.667284
619,37.3771706,126.667292
620,37.37716623,126.6672981
621,37.37716097,126.6673023
622,37.37715522,126.6673064
623,37.37714929,126.6673103
624,37.37714237,126.6673136
625,37.37713584,126.6673161
626,37.3771294,126.667318
627,37.37712289,126.6673194
628,37.37711645,126.6673206
629,37.3771097,126.6673218
630,37.37710282,126.6673228
631,37.37709578,126.6673234
632,37.37708919,126.6673235
633,37.37708255,126.6673234
634,37.37707566,126.6673233
635,37.37706872,126.6673233
636,37.37706257,126.667322
637,37.37705844,126.6673198
638,37.37705558,126.6673169
639,37.37705166,126.6673124
640,37.37704791,126.6673081
641,37.37704428,126.6673036
642,37.37704253,126.6672984
643,37.37704236,126.6672929
644,37.37704381,126.6672877
645,37.37699257,126.6670836
646,37.37700613,126.667064
647,37.3770182,126.6670442
648,37.37703077,126.6670259
649,37.377042,126.6670095
650,37.3770504,126.6669937
651,37.37705597,126.6669766
652,37.37706387,126.666963
653,37.37706893,126.6669448
654,37.377067,126.6669242
655,37.37706207,126.6669054
656,37.3770568,126.6668861
657,37.37705187,126.6668674
658,37.37704793,126.6668548
659,37.3770455,126.666842
660,37.37704307,126.6668307
661,37.3770403,126.6668191
662,37.3770367,126.666805
663,37.37703377,126.6667908
664,37.37703217,126.6667777
665,37.37703007,126.6667636
666,37.3770263,126.6667508
667,37.37702103,126.6667402
668,37.3770151,126.6667301
669,37.377008,126.6667217
670,37.3770019,126.6667139
671,37.3769938,126.6667043
672,37.3769862,126.666695
673,37.37697843,126.6666863
674,37.37697217,126.6666783
675,37.37696523,126.6666686
676,37.37695963,126.6666586
677,37.37695387,126.6666479
678,37.37694793,126.6666368
679,37.37694267,126.6666257
680,37.37693607,126.6666141
681,37.37693013,126.666603
682,37.37692487,126.6665922
683,37.3769196,126.6665824
684,37.376914,126.6665725
685,37.37690743,126.6665624
686,37.37689937,126.6665535
687,37.37689163,126.6665443
688,37.37688407,126.6665331
689,37.376876,126.6665237
690,37.37686793,126.6665139
691,37.3768612,126.6665029
692,37.37685413,126.6664925
693,37.3768459,126.6664824
694,37.37683717,126.6664732
695,37.37682843,126.6664636
696,37.37682003,126.6664539
697,37.37681147,126.666444
698,37.37680357,126.6664332
699,37.376796,126.6664217
700,37.37678843,126.6664123
701,37.37678087,126.6664047
702,37.37677263,126.6663975
703,37.37676473,126.6663907
704,37.37675683,126.666383
705,37.37674927,126.6663749
706,37.3767422,126.6663657
707,37.3767348,126.6663583
708,37.3767284,126.6663501
709,37.37672183,126.666341
710,37.37671543,126.6663314
711,37.3767092,126.6663204
712,37.37670247,126.6663098
713,37.37669557,126.6663004
714,37.37668867,126.6662922
715,37.37668177,126.6662839
716,37.37667603,126.6662754
717,37.3766698,126.6662668
718,37.37666357,126.6662592
719,37.37665883,126.6662527
720,37.37665493,126.6662469
721,37.37665337,126.6662427
